province,age,sex,education,Vote,Vote_Liberal,Vote_Conservative,Voting_Interest,Vote_Prob,age_range
Quebec,64,A woman,Some university,NA,NA,NA,7,I voted in an advance poll,60-69
Alberta,56,A woman,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,2,Unlikely to vote,50-59
Ontario,69,A woman,Completed secondary/ high school,Don't know/ Prefer not to answer,0,0,NA,Certain to vote,60-69
British Columbia,38,A woman,Bachelor's degree,ndp,0,0,7,Certain to vote,30-39
Quebec,53,A man,Bachelor's degree,Don't know/ Prefer not to answer,1,0,6,Likely to vote,50-59
Quebec,71,A man,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,9,I voted in an advance poll,70-79
Manitoba,61,A woman,Completed secondary/ high school,Liberal Party,1,0,10,Certain to vote,60-69
Alberta,32,A woman,Master's degree,Conservative Party,0,1,6,Certain to vote,30-39
Quebec,62,A woman,Some university,Don't know/ Prefer not to answer,0,0,7,Certain to vote,60-69
Quebec,37,A woman,Completed secondary/ high school,ndp,0,0,7,Certain to vote,30-39
Ontario,45,A woman,Bachelor's degree,Liberal Party,1,0,9,Certain to vote,40-49
British Columbia,31,A woman,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,6,Certain to vote,30-39
Ontario,59,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,7,Likely to vote,50-59
Ontario,73,A woman,Some secondary/ high school,Liberal Party,1,0,8,Certain to vote,70-79
Manitoba,62,A woman,Completed secondary/ high school,NA,NA,NA,7,I voted in an advance poll,60-69
Alberta,33,A woman,Bachelor's degree,ndp,0,0,6,Certain to vote,30-39
Quebec,27,A man,Completed secondary/ high school,Bloc Québécois,0,0,8,Certain to vote,18-29
Ontario,37,A man,Bachelor's degree,Liberal Party,1,0,6,Likely to vote,30-39
Quebec,49,A woman,Some elementary school,People's Party,0,0,6,Certain to vote,40-49
Quebec,69,A woman,Master's degree,Conservative Party,0,1,9,Certain to vote,60-69
Alberta,58,A man,Bachelor's degree,Conservative Party,0,1,7,Likely to vote,50-59
Quebec,29,A woman,"Completed technical, community college, CEGEP, College Classique",Bloc Québécois,0,0,10,Certain to vote,18-29
Prince Edward Island,59,A woman,Completed secondary/ high school,Don't know/ Prefer not to answer,0,0,4,Certain to vote,50-59
Quebec,28,A man,"Some technical, community college, CEGEP, College Classique",ndp,1,0,7,Certain to vote,18-29
Quebec,74,A woman,Master's degree,NA,NA,NA,7,I voted in an advance poll,70-79
Manitoba,45,A man,Some university,Liberal Party,1,0,9,Certain to vote,40-49
Quebec,62,A man,Some university,Bloc Québécois,1,1,9,Certain to vote,60-69
New Brunswick,46,A woman,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,5,I voted in an advance poll,40-49
Ontario,36,A man,Some secondary/ high school,NA,NA,NA,1,Certain not to vote,30-39
British Columbia,62,A man,Bachelor's degree,NA,NA,NA,9,I voted in an advance poll,60-69
Quebec,30,A man,Bachelor's degree,Green Party,0,0,8,Certain to vote,30-39
Quebec,23,A man,Some university,Don't know/ Prefer not to answer,1,1,4,Certain to vote,18-29
British Columbia,57,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,NA,Certain to vote,50-59
Ontario,19,A man,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,6,Unlikely to vote,18-29
Quebec,59,A man,"Completed technical, community college, CEGEP, College Classique",Bloc Québécois,0,1,9,Certain to vote,50-59
Ontario,58,A man,Professional degree or doctorate,Liberal Party,1,0,10,Certain to vote,50-59
British Columbia,68,A man,Master's degree,NA,NA,NA,6,I voted in an advance poll,60-69
Alberta,31,A woman,Bachelor's degree,NA,NA,NA,10,I voted in an advance poll,30-39
Alberta,46,A man,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,8,I voted in an advance poll,40-49
Quebec,30,A woman,Master's degree,Green Party,0,0,7,Certain to vote,30-39
Alberta,41,A man,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,10,Likely to vote,40-49
Ontario,23,A woman,Completed secondary/ high school,Liberal Party,1,0,4,Likely to vote,18-29
Quebec,72,A man,Completed secondary/ high school,Liberal Party,1,0,7,Certain to vote,70-79
Quebec,60,A man,Some secondary/ high school,Liberal Party,1,0,0,Certain to vote,60-69
Ontario,99,A man,Bachelor's degree,ndp,0,0,9,Certain to vote,90-99
Ontario,62,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,NA,Likely to vote,60-69
Alberta,35,A woman,Some university,Liberal Party,1,0,9,Certain to vote,30-39
British Columbia,48,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,9,Certain to vote,40-49
Quebec,31,A man,Master's degree,NA,NA,NA,8,I voted in an advance poll,30-39
Quebec,74,A man,"Some technical, community college, CEGEP, College Classique",Bloc Québécois,0,1,9,Certain to vote,70-79
Ontario,55,A man,Master's degree,Liberal Party,1,0,9,Likely to vote,50-59
Quebec,95,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,6,Certain to vote,90-99
Alberta,59,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,8,Certain to vote,50-59
New Brunswick,69,A man,Completed secondary/ high school,Green Party,1,1,6,Certain to vote,60-69
Alberta,65,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,8,Certain to vote,60-69
Quebec,64,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,60-69
Ontario,29,A woman,"Completed technical, community college, CEGEP, College Classique",ndp,0,0,9,Certain to vote,18-29
Alberta,44,A man,Bachelor's degree,Conservative Party,0,1,10,Certain to vote,40-49
Ontario,61,A man,"Completed technical, community college, CEGEP, College Classique",People's Party,0,0,10,Certain to vote,60-69
Alberta,78,A man,Some university,Conservative Party,0,1,9,Certain to vote,70-79
British Columbia,34,A man,Professional degree or doctorate,Conservative Party,0,1,7,Certain to vote,30-39
Ontario,68,A woman,Completed secondary/ high school,Liberal Party,1,0,4,Likely to vote,60-69
Alberta,25,A man,Completed elementary school,Green Party,0,0,5,Likely to vote,18-29
British Columbia,39,A woman,Bachelor's degree,NA,NA,NA,5,Don't know/ Prefer not to answer,30-39
Alberta,57,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,6,Certain to vote,50-59
Quebec,31,A man,Bachelor's degree,NA,NA,NA,2,Unlikely to vote,30-39
Ontario,65,A woman,Some secondary/ high school,Liberal Party,1,0,7,Certain to vote,60-69
Quebec,73,A man,Completed secondary/ high school,Liberal Party,1,0,8,Certain to vote,70-79
Newfoundland and Labrador,39,A woman,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,1,Certain not to vote,30-39
British Columbia,38,A woman,Bachelor's degree,Conservative Party,0,1,6,Certain to vote,30-39
Ontario,33,A woman,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,1,1,10,Certain to vote,30-39
Ontario,29,A man,Completed secondary/ high school,NA,NA,NA,3,Certain not to vote,18-29
British Columbia,81,A man,Bachelor's degree,Don't know/ Prefer not to answer,0,0,7,Certain to vote,80-89
Alberta,20,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,6,Certain to vote,18-29
Quebec,30,A man,Master's degree,Liberal Party,1,0,9,Certain to vote,30-39
Ontario,32,A woman,Bachelor's degree,ndp,0,0,7,Certain to vote,30-39
Ontario,42,A man,Some university,NA,NA,NA,6,I voted in an advance poll,40-49
Saskatchewan,30,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,7,Certain to vote,30-39
Ontario,58,A woman,Master's degree,Liberal Party,1,0,8,Certain to vote,50-59
Alberta,30,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,3,Likely to vote,30-39
Ontario,60,A woman,"Completed technical, community college, CEGEP, College Classique",Green Party,0,0,10,Certain to vote,60-69
British Columbia,60,A man,Some secondary/ high school,NA,NA,NA,5,I voted in an advance poll,60-69
Ontario,46,A woman,"Completed technical, community college, CEGEP, College Classique",ndp,0,0,8,Certain to vote,40-49
Quebec,54,A man,Some secondary/ high school,People's Party,1,1,2,Certain to vote,50-59
Alberta,30,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,7,Certain to vote,30-39
Quebec,74,A man,Bachelor's degree,Liberal Party,1,0,9,Certain to vote,70-79
Alberta,46,A man,"Completed technical, community college, CEGEP, College Classique",ndp,0,0,7,Certain to vote,40-49
Ontario,70,A man,Professional degree or doctorate,Liberal Party,1,0,9,Certain to vote,70-79
Alberta,51,A man,Bachelor's degree,NA,NA,NA,9,I voted in an advance poll,50-59
British Columbia,29,A woman,Bachelor's degree,Conservative Party,0,1,7,Likely to vote,18-29
British Columbia,57,A woman,Bachelor's degree,NA,NA,NA,9,I voted in an advance poll,50-59
Ontario,72,A woman,Master's degree,NA,NA,NA,7,I voted in an advance poll,70-79
British Columbia,34,A man,Bachelor's degree,NA,NA,NA,7,I voted in an advance poll,30-39
Alberta,71,A man,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,9,I voted in an advance poll,70-79
Ontario,69,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,7,Likely to vote,60-69
Ontario,71,A woman,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,6,I voted in an advance poll,70-79
Ontario,50,A woman,Bachelor's degree,Conservative Party,0,1,5,Certain to vote,50-59
British Columbia,75,A man,Master's degree,Conservative Party,0,1,10,Certain to vote,70-79
Quebec,60,A man,Completed secondary/ high school,Bloc Québécois,0,0,8,Certain to vote,60-69
Ontario,58,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,5,Likely to vote,50-59
Ontario,58,A woman,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,3,I voted in an advance poll,50-59
Ontario,63,A man,Bachelor's degree,Conservative Party,0,1,7,Certain to vote,60-69
Newfoundland and Labrador,68,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,60-69
Quebec,72,A woman,Completed secondary/ high school,ndp,1,0,7,Certain to vote,70-79
Quebec,52,A woman,"Some technical, community college, CEGEP, College Classique",Bloc Québécois,1,1,8,Certain to vote,50-59
Ontario,58,A man,Bachelor's degree,NA,NA,NA,8,I voted in an advance poll,50-59
Ontario,39,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,6,Certain to vote,30-39
Ontario,40,A woman,Master's degree,Liberal Party,1,0,10,Certain to vote,40-49
Prince Edward Island,25,A man,Completed secondary/ high school,ndp,0,0,5,Certain to vote,18-29
Quebec,33,A woman,Bachelor's degree,NA,NA,NA,NA,I voted in an advance poll,30-39
Quebec,65,A man,Completed secondary/ high school,Bloc Québécois,0,1,10,Certain to vote,60-69
Ontario,25,A man,Some secondary/ high school,NA,NA,NA,10,I voted in an advance poll,18-29
Quebec,60,A man,Bachelor's degree,Conservative Party,0,1,6,Certain to vote,60-69
Saskatchewan,37,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,30-39
Ontario,61,A man,Completed secondary/ high school,Liberal Party,1,0,2,Certain to vote,60-69
Quebec,41,A woman,Bachelor's degree,Liberal Party,1,0,7,Likely to vote,40-49
Ontario,30,A woman,Bachelor's degree,People's Party,1,0,7,Likely to vote,30-39
Manitoba,30,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,6,Certain to vote,30-39
Alberta,63,A man,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,10,I voted in an advance poll,60-69
Quebec,62,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,10,Certain to vote,60-69
Ontario,61,A woman,Bachelor's degree,NA,NA,NA,10,I voted in an advance poll,60-69
Ontario,37,A man,Master's degree,Liberal Party,1,0,8,Certain to vote,30-39
British Columbia,30,A woman,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,3,Unlikely to vote,30-39
Ontario,46,A woman,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,3,Unlikely to vote,40-49
Ontario,71,A man,Bachelor's degree,ndp,1,0,4,Certain to vote,70-79
Ontario,24,A woman,Bachelor's degree,NA,NA,NA,10,I voted in an advance poll,18-29
Ontario,75,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,9,Certain to vote,70-79
Ontario,30,A man,Master's degree,Liberal Party,1,0,9,Certain to vote,30-39
Quebec,68,A man,Completed secondary/ high school,NA,NA,NA,4,I voted in an advance poll,60-69
Manitoba,23,A man,Bachelor's degree,Conservative Party,0,1,6,Certain to vote,18-29
Ontario,71,A woman,Bachelor's degree,Liberal Party,1,0,10,Certain to vote,70-79
Alberta,58,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,9,Certain to vote,50-59
Manitoba,57,A woman,Completed secondary/ high school,ndp,0,1,5,Likely to vote,50-59
British Columbia,33,A woman,Bachelor's degree,Don't know/ Prefer not to answer,1,0,6,Certain to vote,30-39
Alberta,21,A woman,Completed secondary/ high school,Conservative Party,0,1,7,Certain to vote,18-29
Ontario,36,A woman,Master's degree,Liberal Party,1,0,7,Likely to vote,30-39
Ontario,38,A man,Bachelor's degree,Conservative Party,0,1,8,Likely to vote,30-39
British Columbia,75,A woman,Master's degree,NA,NA,NA,10,I voted in an advance poll,70-79
Quebec,64,A woman,Bachelor's degree,NA,NA,NA,10,I voted in an advance poll,60-69
Ontario,20,A woman,Completed secondary/ high school,NA,NA,NA,6,I voted in an advance poll,18-29
Alberta,34,A woman,Completed secondary/ high school,ndp,0,0,8,Certain to vote,30-39
British Columbia,35,A woman,Bachelor's degree,ndp,0,0,8,Certain to vote,30-39
Alberta,48,A woman,Bachelor's degree,Another party (please specify),0,0,9,Certain to vote,40-49
Ontario,53,A man,Master's degree,NA,NA,NA,10,I voted in an advance poll,50-59
Manitoba,34,A man,Bachelor's degree,ndp,0,1,8,Certain to vote,30-39
Quebec,43,A man,Master's degree,Liberal Party,1,0,7,Likely to vote,40-49
Quebec,64,A woman,Some university,Liberal Party,1,0,8,Certain to vote,60-69
Saskatchewan,65,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,60-69
Ontario,49,A woman,Bachelor's degree,Conservative Party,0,1,10,Certain to vote,40-49
Ontario,23,A woman,"Completed technical, community college, CEGEP, College Classique",ndp,0,0,6,Certain to vote,18-29
Quebec,61,A woman,Completed secondary/ high school,NA,NA,NA,7,I voted in an advance poll,60-69
Quebec,80,A man,Some university,NA,NA,NA,8,I voted in an advance poll,80-89
Alberta,38,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,7,Certain to vote,30-39
Alberta,45,A woman,Some university,Conservative Party,0,1,10,Certain to vote,40-49
Ontario,69,A man,Bachelor's degree,Conservative Party,0,1,9,Certain to vote,60-69
Ontario,45,A woman,Bachelor's degree,Conservative Party,0,1,6,Certain to vote,40-49
Ontario,64,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,6,Certain to vote,60-69
Ontario,75,A woman,Some university,Liberal Party,1,0,9,Certain to vote,70-79
British Columbia,30,A woman,Master's degree,Conservative Party,0,1,4,Likely to vote,30-39
New Brunswick,30,A woman,Bachelor's degree,Liberal Party,1,0,1,Likely to vote,30-39
British Columbia,39,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Likely to vote,30-39
Ontario,55,A woman,Bachelor's degree,Liberal Party,1,0,10,Certain to vote,50-59
Alberta,34,A man,Completed secondary/ high school,Green Party,0,0,4,Likely to vote,30-39
Quebec,63,A woman,Completed secondary/ high school,Bloc Québécois,0,0,8,Certain to vote,60-69
Saskatchewan,41,A woman,Completed secondary/ high school,ndp,0,0,6,Certain to vote,40-49
British Columbia,81,A man,Master's degree,NA,NA,NA,10,I voted in an advance poll,80-89
Ontario,60,A man,Bachelor's degree,Conservative Party,0,1,10,Certain to vote,60-69
Manitoba,31,A woman,Bachelor's degree,Liberal Party,1,0,8,Likely to vote,30-39
Ontario,25,A man,Don't know/ Prefer not to answer,Don't know/ Prefer not to answer,1,0,8,Likely to vote,18-29
Ontario,39,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,8,Certain to vote,30-39
Alberta,24,A woman,Bachelor's degree,NA,NA,NA,6,I voted in an advance poll,18-29
Ontario,31,A man,Some university,Conservative Party,0,1,7,Likely to vote,30-39
Ontario,41,A man,Bachelor's degree,ndp,0,0,5,Likely to vote,40-49
Quebec,55,A man,Completed secondary/ high school,NA,NA,NA,5,Don't know/ Prefer not to answer,50-59
Quebec,49,A woman,Some secondary/ high school,Liberal Party,1,0,4,Certain to vote,40-49
Ontario,34,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,10,Certain to vote,30-39
British Columbia,58,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,8,Likely to vote,50-59
Quebec,39,A man,Master's degree,ndp,0,0,1,Likely to vote,30-39
Newfoundland and Labrador,45,A woman,Some secondary/ high school,Liberal Party,1,0,5,Likely to vote,40-49
Quebec,37,A woman,Some university,Don't know/ Prefer not to answer,0,0,2,Certain to vote,30-39
British Columbia,27,A woman,Bachelor's degree,ndp,1,0,7,Certain to vote,18-29
British Columbia,50,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,NA,Certain to vote,50-59
Ontario,42,A man,Master's degree,NA,NA,NA,3,I voted in an advance poll,40-49
Ontario,67,A man,Bachelor's degree,NA,NA,NA,8,I voted in an advance poll,60-69
Ontario,25,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,10,Certain to vote,18-29
Ontario,65,A woman,Bachelor's degree,Liberal Party,1,0,8,Certain to vote,60-69
Quebec,43,A woman,Master's degree,ndp,1,0,10,Certain to vote,40-49
Ontario,56,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,5,Certain to vote,50-59
Newfoundland and Labrador,27,A woman,Bachelor's degree,NA,NA,NA,4,Don't know/ Prefer not to answer,18-29
Saskatchewan,77,A woman,Some secondary/ high school,Conservative Party,0,1,8,Certain to vote,70-79
British Columbia,21,A man,Some university,ndp,0,0,6,Certain to vote,18-29
Ontario,44,A woman,Completed secondary/ high school,NA,NA,NA,0,Don't know/ Prefer not to answer,40-49
Alberta,32,A man,Bachelor's degree,NA,NA,NA,3,I voted in an advance poll,30-39
British Columbia,60,A man,Bachelor's degree,NA,NA,NA,7,I voted in an advance poll,60-69
Quebec,63,A man,Completed secondary/ high school,Bloc Québécois,0,0,7,Certain to vote,60-69
Ontario,55,A woman,Some university,Conservative Party,0,1,9,Certain to vote,50-59
Alberta,31,A woman,Bachelor's degree,Liberal Party,1,0,7,Certain to vote,30-39
Quebec,40,A woman,Bachelor's degree,Conservative Party,0,1,6,Certain to vote,40-49
Ontario,53,A woman,Completed secondary/ high school,Don't know/ Prefer not to answer,0,0,7,Likely to vote,50-59
Saskatchewan,40,A woman,Bachelor's degree,Conservative Party,0,1,7,Certain to vote,40-49
British Columbia,24,A woman,"Some technical, community college, CEGEP, College Classique",Green Party,0,0,2,Likely to vote,18-29
Quebec,62,A woman,Completed secondary/ high school,Liberal Party,1,0,5,Certain to vote,60-69
Alberta,34,A woman,Bachelor's degree,Conservative Party,0,1,8,Certain to vote,30-39
Quebec,76,A man,Bachelor's degree,Conservative Party,0,1,7,Certain to vote,70-79
British Columbia,33,A man,Professional degree or doctorate,Liberal Party,1,0,9,Certain to vote,30-39
Quebec,67,A man,Completed secondary/ high school,Bloc Québécois,0,1,1,Certain to vote,60-69
Alberta,33,A man,Bachelor's degree,Conservative Party,0,1,8,Certain to vote,30-39
British Columbia,57,A woman,Completed secondary/ high school,NA,NA,NA,9,I voted in an advance poll,50-59
Ontario,55,A woman,Bachelor's degree,NA,NA,NA,10,I voted in an advance poll,50-59
Ontario,59,A woman,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,6,Likely to vote,50-59
Ontario,76,A man,Bachelor's degree,Don't know/ Prefer not to answer,1,0,9,Certain to vote,70-79
Alberta,50,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,7,Certain to vote,50-59
British Columbia,56,A man,Completed secondary/ high school,Liberal Party,1,0,7,Certain to vote,50-59
Ontario,25,A man,Some secondary/ high school,Liberal Party,1,0,10,Certain to vote,18-29
Manitoba,62,A man,Completed secondary/ high school,Conservative Party,0,1,7,Certain to vote,60-69
Ontario,31,A woman,Bachelor's degree,ndp,0,0,8,Certain to vote,30-39
Quebec,37,A woman,Master's degree,Liberal Party,1,0,6,Certain to vote,30-39
Quebec,67,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,4,Certain to vote,60-69
Quebec,60,A man,Completed secondary/ high school,Liberal Party,1,0,8,Certain to vote,60-69
Alberta,59,A man,Bachelor's degree,Conservative Party,0,1,10,Certain to vote,50-59
Quebec,49,A woman,Some university,Liberal Party,1,0,7,Certain to vote,40-49
British Columbia,72,A man,Professional degree or doctorate,Don't know/ Prefer not to answer,0,0,10,Likely to vote,70-79
Alberta,51,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,6,Likely to vote,50-59
Quebec,75,A woman,Completed secondary/ high school,Liberal Party,1,0,8,Certain to vote,70-79
Ontario,46,A man,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,7,Certain to vote,40-49
Quebec,22,A woman,Master's degree,Green Party,0,0,4,Certain to vote,18-29
Ontario,27,A woman,Bachelor's degree,NA,NA,NA,10,I voted in an advance poll,18-29
Ontario,63,A man,Some university,Liberal Party,1,0,8,Certain to vote,60-69
Alberta,67,A woman,Completed secondary/ high school,Conservative Party,0,1,10,Certain to vote,60-69
British Columbia,25,A man,Bachelor's degree,Don't know/ Prefer not to answer,0,0,7,Likely to vote,18-29
British Columbia,58,A woman,Some university,NA,NA,NA,10,I voted in an advance poll,50-59
Quebec,54,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,7,Certain to vote,50-59
Ontario,66,A man,Completed secondary/ high school,Conservative Party,0,1,9,Certain to vote,60-69
Ontario,59,A woman,Completed secondary/ high school,Green Party,1,1,5,Likely to vote,50-59
Alberta,33,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,3,Likely to vote,30-39
Quebec,75,A man,Professional degree or doctorate,Don't know/ Prefer not to answer,0,0,9,Certain to vote,70-79
Ontario,49,A woman,Bachelor's degree,Liberal Party,1,0,8,Certain to vote,40-49
Ontario,53,A woman,Completed secondary/ high school,NA,NA,NA,3,I voted in an advance poll,50-59
Ontario,18,A woman,Some secondary/ high school,NA,NA,NA,3,Certain not to vote,18-29
Alberta,73,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,8,Certain to vote,70-79
Quebec,19,A man,Completed secondary/ high school,NA,NA,NA,2,Unlikely to vote,18-29
Alberta,65,A woman,Some secondary/ high school,Conservative Party,0,1,8,Certain to vote,60-69
Alberta,59,A woman,Some secondary/ high school,Liberal Party,1,0,8,Certain to vote,50-59
British Columbia,41,A woman,Master's degree,Green Party,1,0,8,Certain to vote,40-49
Quebec,72,A woman,Master's degree,Don't know/ Prefer not to answer,1,0,7,Certain to vote,70-79
Quebec,62,A woman,Completed secondary/ high school,Liberal Party,1,0,7,Certain to vote,60-69
New Brunswick,70,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,70-79
British Columbia,65,A man,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,7,I voted in an advance poll,60-69
British Columbia,53,A man,Completed secondary/ high school,Liberal Party,1,0,7,Likely to vote,50-59
Ontario,37,A woman,"Completed technical, community college, CEGEP, College Classique",ndp,0,0,9,Certain to vote,30-39
Ontario,19,A woman,Master's degree,Don't know/ Prefer not to answer,0,0,3,Certain to vote,18-29
Alberta,71,A man,"Completed technical, community college, CEGEP, College Classique",People's Party,0,1,8,Certain to vote,70-79
Ontario,39,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,9,Certain to vote,30-39
Quebec,27,A man,"Some technical, community college, CEGEP, College Classique",Green Party,0,0,5,Likely to vote,18-29
Ontario,20,A woman,Some university,ndp,1,0,3,Likely to vote,18-29
Ontario,65,A man,Professional degree or doctorate,NA,NA,NA,8,I voted in an advance poll,60-69
Alberta,72,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,9,Certain to vote,70-79
Ontario,61,A woman,Some university,Conservative Party,0,1,9,Certain to vote,60-69
Manitoba,57,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,7,Certain to vote,50-59
Manitoba,64,A woman,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,4,I voted in an advance poll,60-69
Quebec,54,A woman,Some university,Green Party,1,1,5,Certain to vote,50-59
Ontario,41,A man,Completed secondary/ high school,Liberal Party,1,0,7,Certain to vote,40-49
Ontario,23,A woman,Bachelor's degree,Don't know/ Prefer not to answer,1,0,5,Certain to vote,18-29
Alberta,76,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,9,Certain to vote,70-79
Ontario,35,A woman,Bachelor's degree,ndp,1,0,7,Likely to vote,30-39
New Brunswick,41,A woman,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,6,I voted in an advance poll,40-49
Manitoba,49,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,9,Certain to vote,40-49
Quebec,72,A man,Completed secondary/ high school,Green Party,0,0,8,Certain to vote,70-79
Ontario,62,A man,Professional degree or doctorate,NA,NA,NA,10,I voted in an advance poll,60-69
Ontario,64,A woman,Master's degree,NA,NA,NA,9,I voted in an advance poll,60-69
Manitoba,45,A woman,Bachelor's degree,NA,NA,NA,3,Unlikely to vote,40-49
Manitoba,42,A woman,Bachelor's degree,Liberal Party,1,0,9,Certain to vote,40-49
Quebec,57,A man,Bachelor's degree,ndp,0,0,3,Likely to vote,50-59
Ontario,33,A woman,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,3,Unlikely to vote,30-39
Alberta,35,A woman,Professional degree or doctorate,Don't know/ Prefer not to answer,0,0,9,Certain to vote,30-39
Ontario,33,A woman,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,2,Unlikely to vote,30-39
Quebec,61,A woman,Some university,Bloc Québécois,1,1,5,Certain to vote,60-69
Ontario,30,A man,Bachelor's degree,Liberal Party,1,0,6,Certain to vote,30-39
Alberta,69,A woman,Bachelor's degree,Conservative Party,0,1,10,Certain to vote,60-69
Quebec,19,A woman,Completed secondary/ high school,ndp,1,1,8,Certain to vote,18-29
Ontario,39,A woman,Completed secondary/ high school,Liberal Party,1,0,6,Certain to vote,30-39
British Columbia,45,A woman,Bachelor's degree,Conservative Party,0,1,8,Likely to vote,40-49
Ontario,40,A woman,Completed secondary/ high school,Conservative Party,0,1,8,Certain to vote,40-49
Ontario,48,A man,Master's degree,Green Party,0,0,8,Certain to vote,40-49
Quebec,71,A woman,"Completed technical, community college, CEGEP, College Classique",Bloc Québécois,0,0,3,Certain to vote,70-79
Alberta,34,A woman,Some secondary/ high school,NA,NA,NA,7,I voted in an advance poll,30-39
Quebec,46,A woman,"Completed technical, community college, CEGEP, College Classique",Bloc Québécois,1,1,6,Certain to vote,40-49
Quebec,47,A woman,Master's degree,NA,NA,NA,8,I voted in an advance poll,40-49
Alberta,45,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,6,Certain to vote,40-49
British Columbia,59,A woman,Professional degree or doctorate,NA,NA,NA,5,Unlikely to vote,50-59
Alberta,39,A woman,Master's degree,Conservative Party,0,1,8,Certain to vote,30-39
Quebec,34,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,0,Likely to vote,30-39
